pupil_time,eye_id,confidence,norm_pos_x,norm_pos_y,diameter,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle
0.01814103126525879,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
0.0675668716430664,0,0.99,1.9899970690409343,1.1253244082132976,79.5220718383789,382.0794372558594,216.06228637695312,78.2215576171875,78.2215576171875,53.19074630737305
0.07333087921142578,0,0.9723086764037703,1.9890751838684082,1.126379172007243,80.17765045166016,381.9024353027344,216.26480102539062,78.61981964111328,78.61981964111328,58.73088836669921
0.0795440673828125,0,0.932657884838676,1.9885855515797932,1.1263365745544434,80.36502075195312,381.8084259033203,216.25662231445312,79.36735534667969,79.36735534667969,69.93833923339844
0.08327698707580566,0,0.8615206037900691,1.9872887134552002,1.127976894378662,81.09442901611328,381.55943298339844,216.57156372070312,79.9301528930664,79.9301528930664,62.692428588867216
0.08691096305847168,0,0.8571251258051618,1.9868579705556233,1.1269539992014568,81.2659683227539,381.4767303466797,216.3751678466797,80.46483612060547,80.46483612060547,62.61120986938477
0.0904688835144043,0,0.9012478042770056,1.9872589111328125,1.1278407573699951,82.0005874633789,381.5537109375,216.54542541503906,81.14209747314453,81.14209747314453,64.82643127441405
0.09402203559875488,0,0.9022759940146727,1.9893277486165364,1.1282175381978352,82.3909912109375,381.950927734375,216.61776733398438,81.74156188964844,81.74156188964844,62.92556762695313
0.0976560115814209,0,0.9231089211158405,1.9860454400380452,1.1252413590749104,84.00462341308594,381.3207244873047,216.0463409423828,82.60602569580078,82.60602569580078,44.80542373657224
0.10127496719360352,0,0.9653675487273858,1.983880917231242,1.1245367527008057,84.6616439819336,380.90513610839844,215.9110565185547,83.37106323242188,83.37106323242188,39.80224227905275
0.10494184494018555,0,0.6291476742418115,1.954651912053426,1.0850091775258381,75.28624725341797,375.2931671142578,208.32176208496094,70.38270568847656,70.38270568847656,94.90637969970702
0.11134600639343262,0,0.6146640327145315,1.6435295740763347,1.1165618101755779,47.72261428833008,315.55767822265625,214.37986755371094,28.77914810180664,28.77914810180664,155.01205444335938
0.12462496757507324,0,0.7618924754245233,1.6775226593017578,1.1207997798919678,83.7073974609375,322.0843505859375,215.1935577392578,78.35025024414062,78.35025024414062,11.455023765563972
0.13117384910583496,0,0.8730488483956265,1.6735048294067383,1.1222160657246907,84.60196685791016,321.31292724609375,215.46548461914062,78.83348083496094,78.83348083496094,4.547544002532958
0.13571691513061523,0,0.8582836664600535,1.6697475115458171,1.121650218963623,84.69048309326172,320.5915222167969,215.35684204101562,79.52488708496094,79.52488708496094,3.513538599014287
0.13994288444519043,0,0.8740517988349943,1.668306032816569,1.1228148142496746,84.97830200195312,320.31475830078125,215.5804443359375,79.81450653076172,79.81450653076172,2.724223613739016
0.1440598964691162,0,0.9005147672485236,1.6672681172688801,1.122735818227132,85.22999572753906,320.115478515625,215.56527709960938,79.5788803100586,79.5788803100586,0.45741474628448864
0.1481008529663086,0,0.8584793508672917,1.6731554667154949,1.1252357959747314,85.61540222167969,321.245849609375,216.04527282714844,78.77449798583984,78.77449798583984,175.98538208007812
0.15213704109191895,0,0.0,1.9734307130177815,1.1938281059265137,61.24663162231445,378.89869689941406,229.21499633789062,55.39426803588867,55.39426803588867,85.56871795654295
0.16832804679870605,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
0.17159795761108398,0,0.0,2.2965825398763022,1.1239953835805256,86.73953247070312,440.94384765625,215.80711364746094,86.12399291992188,86.12399291992188,100.27883911132811
0.17850708961486816,0,1.0,2.29675022761027,1.1270726521809895,86.7957763671875,440.9760437011719,216.39794921875,85.07621765136719,85.07621765136719,17.111328124999996
0.18223810195922852,0,1.0,2.29567543665568,1.1294609705607097,86.96275329589844,440.7696838378906,216.85650634765625,84.24847412109375,84.24847412109375,13.910733222961426
0.1858808994293213,0,1.0,2.295217196146647,1.132227102915446,87.63330841064453,440.68170166015625,217.38760375976562,84.95035552978516,84.95035552978516,23.435977935791023
0.18955492973327637,0,1.0,2.294191360473633,1.1333558559417725,87.8864517211914,440.4847412109375,217.6043243408203,84.1669921875,84.1669921875,25.3329963684082
0.19325494766235352,0,1.0,2.2923049926757812,1.1340729395548503,88.27677154541016,440.12255859375,217.74200439453125,84.48627471923828,84.48627471923828,25.810750961303714
0.1968998908996582,0,1.0,2.291349728902181,1.1346384684244792,87.74029541015625,439.93914794921875,217.8505859375,84.39292907714844,84.39292907714844,26.663600921630866
0.20057201385498047,0,1.0,2.291213353474935,1.1357169151306152,87.62242889404297,439.9129638671875,218.05764770507812,84.15884399414062,84.15884399414062,29.669729232788086
0.20426082611083984,0,1.0,2.2912440299987793,1.1360706488291423,87.60447692871094,439.9188537597656,218.1255645751953,83.70317077636719,83.70317077636719,31.714790344238278
0.20793390274047852,0,1.0,2.290494441986084,1.1359371344248455,87.39546966552734,439.7749328613281,218.0999298095703,84.02650451660156,84.02650451660156,32.586490631103516
0.21169304847717285,0,1.0,2.2900338172912598,1.138356367746989,87.25860595703125,439.6864929199219,218.56442260742188,83.76268005371094,83.76268005371094,33.820293426513686
0.21558189392089844,0,1.0,2.2897899945576987,1.1392357349395752,87.37606811523438,439.6396789550781,218.73326110839844,84.02322387695312,84.02322387695312,34.50203704833984
0.22106099128723145,0,1.0,2.28991429011027,1.1410798231760662,87.26497650146484,439.6635437011719,219.0873260498047,83.93980407714844,83.93980407714844,33.01474380493166
